,text,neg,neu,pos,compound
247,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.043,0.788,0.169,1.0
248,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.043,0.788,0.169,1.0
249,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.043,0.789,0.169,1.0
250,"RT @PandemicTruther: In the UK, women are selling their bodies to make the ends meet. UK is reduced to this. Next year, every UK household…",0.042,0.789,0.168,1.0
251,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.042,0.79,0.168,1.0
252,"RT @ValaAfshar: 14 key technologies shaping the next decade: 

1 applied AI
2 5G/6G
3 bioengineering
4 clean energy
5 sustainable consumpti…",0.042,0.789,0.168,1.0
253,"RT @ARaj_Energy: This is what you get when: 
— you only promote intermittent sources of energy, actually ramp up the worst emitters — aka #…",0.043,0.789,0.169,1.0
254,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.043,0.789,0.168,1.0
255,"@greenpeaceusa @Patterns_CP @CleanUpBitcoin An automobile could reduce its energy consumption by 99.84% as well, by removing its engine. It would also then be just as useless as the “world’s 2nd largest cryptocurrency”, Ethereum. Without proof of work, Bitcoin cannot actually become carbon negative and scale renewables.",0.044,0.788,0.168,1.0
256,"RT @leeyak09: - Gold is secured by weapons.
- Fiat is secured by consumption.
- #Bitcoin is secured by energy. 

- Gold leads to war.
- Fia…",0.045,0.786,0.169,1.0
257,"@johnedpatton @_alexbrogan Saved! Here's the compiled thread: https://t.co/qwk40RyfFP

🪄 AI-generated summary:

""The 14 most important technology trends are: Applied Artificial Intelligence, Advanced Connectivity, Bioengineering, Clean Energy, Mobility, Sustainable Consumption, Web3,...",0.045,0.785,0.171,1.0
258,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.045,0.785,0.17,1.0
259,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.044,0.785,0.17,1.0
260,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.044,0.785,0.17,1.0
261,"Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the price of #energybills, there shouldn't be a #CostOfLivingCrisis. We are suffering from a a #ToryCostOfGreedCrisis, enough is enough.",0.045,0.785,0.17,1.0
262,@BTC_Archive What's the way forward? Can't it migrate to #PoS as was done by #ETH. It will go a long way to reduce the energy consumption,0.045,0.786,0.169,1.0
263,"This is great news for #DataScientists and #web3 enthusiasts.

The #datachallenge for $OCEAN storage network energy consumption has been EXTENDED.

It's time to get involved. https://t.co/wu9cRfGe6g",0.045,0.785,0.17,1.0
264,RT @jonathanbrun: @jasonhickel But from the point of view of re-elections you must assure voters they their lifestyle - consumption possibi…,0.044,0.785,0.17,1.0
265,"RT @fossilfreeusa: In 2019, #NM was one of the top 20 states in per capita energy consumption. Its industrial sector accounted for about 1/…",0.044,0.786,0.17,1.0
266,"RT @Firstdays_: With the drop in temperature we're receiving even more requests for support. We're working with @sharewokingham, @Wokingham…",0.044,0.785,0.17,1.0
267,RT @krugermacro: Maxis want ETH to be named a security. While non-crypto people want to make proof of work illegal due to its high energy c…,0.045,0.784,0.171,1.0
268,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.17,1.0
269,"@TandonRaveena There will be heavy dependence on fossil fuels to meet d energy needs of masses. Govts have to invest more in &amp; incentivize renewable energy sources, but w'out fossil fuel subsidy we will be hit by inflation esp in regimes like India where fossil fuel consumption is heavily taxed",0.044,0.785,0.17,1.0
270,RT @AltcoinDailyio: The same people who FUD #Bitcoin energy consumption do THIS 👇🎄 https://t.co/X9yG7YFs6I,0.045,0.785,0.17,1.0
271,"Green energy tokens capitalize on Tesla’s decision to nix Bitcoin payments . Tesla’s decision to cease Bitcoin payments ignited a green energy debate that sent the price of low energy consumption protocols, such as NANO, HBAR and EWT, higher.",0.045,0.785,0.17,1.0
272,"RT @TheGhostSleepi1: Used to think zero carbon would be a good thing for the environment, but it’s a pipe dream &amp; isn’t feasible with the t…",0.045,0.785,0.171,1.0
273,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.045,0.785,0.17,1.0
274,"RT @drvolts: Today, DOE ""proposed a rule requiring electrification of all new &amp; renovated federal buildings. Starting in 2025, those buildi…",0.045,0.786,0.17,1.0
275,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.044,0.786,0.17,1.0
276,"@ClausMller17 https://t.co/ZXXvrrDmRS Average electricity usage is at an all time low, and charging an electric car at ~15-50A at night does nothing to disturb the grid off peak:p",0.045,0.786,0.169,1.0
277,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.786,0.169,1.0
278,"RT @aeberman12: Faith that technology will save us from our bad behavior is a terrible bet. 

Lower consumption of ALL energy will save us…",0.046,0.784,0.17,1.0
279,"RT @ARaj_Energy: This is what you get when: 
— you only promote intermittent sources of energy, actually ramp up the worst emitters — aka #…",0.046,0.783,0.17,1.0
280,"RT @ValaAfshar: 14 key technologies shaping the next decade: 

1 applied AI
2 5G/6G
3 bioengineering
4 clean energy
5 sustainable consumpti…",0.046,0.783,0.171,1.0
281,"RT @Intatec: Are you looking to reduce energy consumption?

Our pre-settable commercial radiator valve accessories enable installers to opt…",0.046,0.783,0.171,1.0
282,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.17,1.0
283,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.046,0.784,0.17,1.0
284,RT @krugermacro: Maxis want ETH to be named a security. While non-crypto people want to make proof of work illegal due to its high energy c…,0.046,0.783,0.17,1.0
285,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.17,1.0
286,"This is what you get when: 
— you only promote intermittent sources of energy, actually ramp up the worst emitters — aka #coal 
— ignore the realities of consumption and shape a pathway that takes time to even create
— demonize gas, get DM to try to skip it

#OOTT #ONGT #Netzero https://t.co/P6vocwPzpe",0.047,0.783,0.17,1.0
287,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.047,0.783,0.17,1.0
288,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.047,0.783,0.17,1.0
289,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.047,0.783,0.17,1.0
290,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.047,0.784,0.17,1.0
291,"RT @PennEnvironment: In 2021, 77% of @HersheyCompany electricity consumption came from renewable or zero-emissions energy! The company is c…",0.046,0.784,0.17,1.0
292,"RT @PandemicTruther: In the UK, women are selling their bodies to make the ends meet. UK is reduced to this. Next year, every UK household…",0.046,0.785,0.169,1.0
293,"Energy consumption is also one of the problems in the web3 space since the ETH merge. Which is why there is need for a well oriented project like @IneryBlockchain who offers relatively low cost in carrying out transactions and with less energy 
#inery https://t.co/kWQ0CH0bkX",0.047,0.784,0.169,1.0
294,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.047,0.784,0.169,1.0
295,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.047,0.784,0.169,1.0
296,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.169,1.0
297,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.785,0.169,1.0
298,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.785,0.169,1.0
299,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.785,0.169,1.0
300,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.785,0.169,1.0
301,RT @JMGlachant: Voluntarily reducing energy consumption has still margins of improvement…,0.046,0.785,0.169,1.0
302,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.046,0.786,0.168,1.0
303,RT @BTCTN: #Russian Ministry of Energy expects #crypto mining’s #power #consumption to rise in 2022. https://t.co/CA4KW36U0j,0.046,0.786,0.168,1.0
304,"Itron $ITRI said Thursday that it will connect and manage 260,000 smart streetlights within the service area of Baltimore Gas &amp; Electric to help lower energy consumption and improve community safety.",0.046,0.785,0.17,1.0
305,Bitcoin miners are required to report their energy consumption in the proposed bill https://t.co/XPcOqQqAuk,0.046,0.785,0.17,1.0
306,RT @JMGlachant: Voluntarily reducing energy consumption has still margins of improvement…,0.046,0.785,0.17,1.0
307,@LayahHeilpern ECB is actually only against Btcoin because of its high energy consumption. What exactly are you trying to say? 🤣,0.045,0.785,0.17,1.0
308,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.17,1.0
309,"RT @jbelizaireCEO: ""You can use this type of computing to absorb excess renewable energy, which is one of the biggest challenges in renewab…",0.045,0.785,0.17,1.0
310,"RT @jbelizaireCEO: ""You can use this type of computing to absorb excess renewable energy, which is one of the biggest challenges in renewab…",0.045,0.785,0.169,1.0
311,RT @Agora_Bank: There's been a lot of talk about the crypto industry's excessive consumption of energy. 1/5,0.045,0.786,0.169,1.0
312,There's been a lot of talk about the crypto industry's excessive consumption of energy. 1/5,0.045,0.786,0.169,1.0
313,RT @BTCTN: #Russian Ministry of Energy expects #crypto mining’s #power #consumption to rise in 2022. https://t.co/CA4KW36U0j,0.045,0.786,0.169,1.0
314,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.045,0.786,0.169,1.0
315,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.786,0.169,1.0
316,RT @UxbEconomist07: Enormous amount of £ from Britain using all it’s #Energy resources such as CokingCoal &amp; #Fracking #ShaleGas would enabl…,0.045,0.787,0.169,1.0
317,RT @UxbEconomist07: Enormous amount of £ from Britain using all it’s #Energy resources such as CokingCoal &amp; #Fracking #ShaleGas would enabl…,0.044,0.787,0.168,1.0
318,"Today, I am proud to announce that the energy consumption for the node I operate is over 90% carbon-free, as it is a mixture of hydroelectricity/solar/geothermal.

Here's to a #greener future!

$AZERO state-of-the-art technology powering the ideas of tomorrow today... https://t.co/APN787UkM9",0.044,0.788,0.168,1.0
319,"@MikePannett @obbsie @JSHKT20 @kerryblakeman @FABSITEUK @PD_Sable @Ex_arv_sgt @keenyn7 @TVP_ACC @ProtectRPolice @flyabout7 Great documentary. I was a young lad at the time but still have some hazy memories. I do wonder how the country would cope now should such weather hit us again. Over reliance on road transport, less rail infrastructure, central heating, higher energy consumption etc etc. 🤔",0.044,0.788,0.168,1.0
320,"RT @aeberman12: Faith that technology will save us from our bad behavior is a terrible bet. 

Lower consumption of ALL energy will save us…",0.045,0.786,0.169,1.0
321,RT @krugermacro: Maxis want ETH to be named a security. While non-crypto people want to make proof of work illegal due to its high energy c…,0.045,0.785,0.169,1.0
322,RT @AltcoinDailyio: The same people who FUD #Bitcoin energy consumption do THIS 👇🎄 https://t.co/X9yG7YFs6I,0.046,0.785,0.169,1.0
323,"4/ EACs vs Offsets?

EACs: track production &amp; consumption of renewable energy on the grid &amp; incentivize grids to transition to renewable power💡

Carbon Offsets: track the capture &amp; release of greenhouse gasses (GHG) &amp; incentivize reducing the level of GHG in the atmosphere💨",0.046,0.786,0.169,1.0
324,"RT @ChrisMusson: NEW: UK Statistics Authority on Nicola Sturgeon's false claim in parliament that Scotland's ""net energy consumption"" is ""p…",0.045,0.786,0.169,1.0
325,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.786,0.168,1.0
326,"@oceanprotocol extends deadline to enter their ongoing Storage Network Energy Consumption Data Challenge!

If you're yet to get on, head to https://t.co/7yn66QgfpS to make your entries and  stand a chance to win from the 6,000USD $OCEAN prize.

#DataChallenge #Crypto #Bullish https://t.co/hMK328A7om",0.045,0.785,0.17,1.0
327,"We thank grassroots efforts like LVEJO for their help. We also encourage everyone to join in on the effort to stop climate change in an impactful way whether that be using clean energy, reducing your consumption of goods, or joint grassroots efforts like LVEJO in your community.",0.045,0.784,0.171,1.0
328,"RT @ThisWeekinFM: Data centres already make up 3 per cent of global electricity consumption, and with the ever-expanding adoption of techno…",0.045,0.784,0.171,1.0
329,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.171,1.0
330,RT @MarketingMax: They even authorized a report that showed Oatly is a better choice for the environment than other traditional dairy produ…,0.045,0.784,0.171,1.0
331,"RT @CRCCNews: #TriptoGreen This Sino-German Eco-City Exhibition Hall is the first ""zero energy consumption"" building in #Tianjin, relying o…",0.045,0.785,0.171,1.0
332,"@RichFVNC And who determines what is excessive and unnecessary consumption of energy? It's not 'necessary' that I go out to breakfast tomorrow. I don't need to be on this phone right now, but John Kerry needs his jets, Bernie his multiple houses, Biden his lobsters.....",0.044,0.785,0.17,1.0
333,"@AntoniZolciak Fortunately, the energy consumption at the node I operate is over 90% carbon-free as it is a mixture of hydroelectricity/solar/geothermal.

Here's to a #greener future!",0.044,0.786,0.17,1.0
334,RT @BTCTN: #Russian Ministry of Energy expects #crypto mining’s #power #consumption to rise in 2022. https://t.co/CA4KW36U0j,0.044,0.786,0.17,1.0
335,"RT @CRCCNews: #TriptoGreen This Sino-German Eco-City Exhibition Hall is the first ""zero energy consumption"" building in #Tianjin, relying o…",0.044,0.786,0.17,1.0
336,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.044,0.786,0.17,1.0
337,"@dgb_ycagel Mining currently consumes energy, for “all” cryptocurrencies. Find a way to reduce Digibyte mining energy consumption, capture the “saved” energy and sell it.",0.044,0.786,0.17,1.0
338,RT @AltcoinDailyio: The same people who FUD #Bitcoin energy consumption do THIS 👇🎄 https://t.co/X9yG7YFs6I,0.044,0.786,0.17,1.0
339,"The report covers a wide range of topics 🤓

Hashing
Bitcoin mining history
Hashrate projections
Bitcoin's security budget
Bitcoin mining rigs
Bitcoin's energy consumption
Bitcoin's relation to climate change and renewable energy
Hurdles that could slow down hashrate growth https://t.co/RgXpqUBKNz",0.044,0.786,0.171,1.0
340,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.044,0.786,0.17,1.0
341,Voluntarily reducing energy consumption has still margins of improvement… https://t.co/pkudjg6hy8,0.044,0.786,0.17,1.0
342,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.044,0.786,0.17,1.0
343,"RT @CRCCNews: #TriptoGreen This Sino-German Eco-City Exhibition Hall is the first ""zero energy consumption"" building in #Tianjin, relying o…",0.044,0.786,0.17,1.0
344,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.044,0.786,0.17,1.0
345,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.044,0.786,0.17,1.0
346,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.044,0.786,0.17,1.0
347,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.044,0.786,0.17,1.0
348,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.044,0.787,0.17,1.0
349,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.044,0.787,0.17,1.0
350,"RT @PandemicTruther: In the UK, women are selling their bodies to make the ends meet. UK is reduced to this. Next year, every UK household…",0.043,0.787,0.169,1.0
351,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.043,0.787,0.169,1.0
352,"RT @ValaAfshar: 14 key technologies shaping the next decade: 

1 applied AI
2 5G/6G
3 bioengineering
4 clean energy
5 sustainable consumpti…",0.043,0.787,0.169,1.0
353,"RT @ARaj_Energy: This is what you get when: 
— you only promote intermittent sources of energy, actually ramp up the worst emitters — aka #…",0.044,0.787,0.169,1.0
354,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.044,0.787,0.169,1.0
355,"@greenpeaceusa @Patterns_CP @CleanUpBitcoin An automobile could reduce its energy consumption by 99.84% as well, by removing its engine. It would also then be just as useless as the “world’s 2nd largest cryptocurrency”, Ethereum. Without proof of work, Bitcoin cannot actually become carbon negative and scale renewables.",0.044,0.787,0.169,1.0
356,"RT @leeyak09: - Gold is secured by weapons.
- Fiat is secured by consumption.
- #Bitcoin is secured by energy. 

- Gold leads to war.
- Fia…",0.045,0.785,0.17,1.0
357,"@johnedpatton @_alexbrogan Saved! Here's the compiled thread: https://t.co/qwk40RyfFP

🪄 AI-generated summary:

""The 14 most important technology trends are: Applied Artificial Intelligence, Advanced Connectivity, Bioengineering, Clean Energy, Mobility, Sustainable Consumption, Web3,...",0.045,0.784,0.171,1.0
358,"RT @judgeyourself99: Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the pri…",0.045,0.784,0.171,1.0
359,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.171,1.0
360,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.171,1.0
361,"Weather is currently below freezing, yet all I see are adverts telling us to reduce energy consumption. Reduce the price of #energybills, there shouldn't be a #CostOfLivingCrisis. We are suffering from a a #ToryCostOfGreedCrisis, enough is enough.",0.045,0.784,0.17,1.0
362,@BTC_Archive What's the way forward? Can't it migrate to #PoS as was done by #ETH. It will go a long way to reduce the energy consumption,0.045,0.785,0.17,1.0
363,"This is great news for #DataScientists and #web3 enthusiasts.

The #datachallenge for $OCEAN storage network energy consumption has been EXTENDED.

It's time to get involved. https://t.co/wu9cRfGe6g",0.045,0.784,0.171,1.0
364,RT @jonathanbrun: @jasonhickel But from the point of view of re-elections you must assure voters they their lifestyle - consumption possibi…,0.045,0.785,0.171,1.0
365,"RT @fossilfreeusa: In 2019, #NM was one of the top 20 states in per capita energy consumption. Its industrial sector accounted for about 1/…",0.045,0.785,0.171,1.0
366,"RT @Firstdays_: With the drop in temperature we're receiving even more requests for support. We're working with @sharewokingham, @Wokingham…",0.045,0.785,0.171,1.0
367,RT @krugermacro: Maxis want ETH to be named a security. While non-crypto people want to make proof of work illegal due to its high energy c…,0.045,0.784,0.171,1.0
368,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.784,0.171,1.0
369,"@TandonRaveena There will be heavy dependence on fossil fuels to meet d energy needs of masses. Govts have to invest more in &amp; incentivize renewable energy sources, but w'out fossil fuel subsidy we will be hit by inflation esp in regimes like India where fossil fuel consumption is heavily taxed",0.045,0.784,0.171,1.0
370,RT @AltcoinDailyio: The same people who FUD #Bitcoin energy consumption do THIS 👇🎄 https://t.co/X9yG7YFs6I,0.045,0.784,0.171,1.0
371,"Green energy tokens capitalize on Tesla’s decision to nix Bitcoin payments . Tesla’s decision to cease Bitcoin payments ignited a green energy debate that sent the price of low energy consumption protocols, such as NANO, HBAR and EWT, higher.",0.045,0.784,0.171,1.0
372,"RT @TheGhostSleepi1: Used to think zero carbon would be a good thing for the environment, but it’s a pipe dream &amp; isn’t feasible with the t…",0.045,0.784,0.171,1.0
373,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.045,0.784,0.171,1.0
374,"RT @drvolts: Today, DOE ""proposed a rule requiring electrification of all new &amp; renovated federal buildings. Starting in 2025, those buildi…",0.045,0.785,0.17,1.0
375,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.17,1.0
376,"@ClausMller17 https://t.co/ZXXvrrDmRS Average electricity usage is at an all time low, and charging an electric car at ~15-50A at night does nothing to disturb the grid off peak:p",0.045,0.785,0.17,1.0
377,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.045,0.785,0.17,1.0
378,"RT @aeberman12: Faith that technology will save us from our bad behavior is a terrible bet. 

Lower consumption of ALL energy will save us…",0.046,0.783,0.171,1.0
379,"RT @ARaj_Energy: This is what you get when: 
— you only promote intermittent sources of energy, actually ramp up the worst emitters — aka #…",0.046,0.783,0.171,1.0
380,"RT @ValaAfshar: 14 key technologies shaping the next decade: 

1 applied AI
2 5G/6G
3 bioengineering
4 clean energy
5 sustainable consumpti…",0.046,0.783,0.171,1.0
381,"RT @Intatec: Are you looking to reduce energy consumption?

Our pre-settable commercial radiator valve accessories enable installers to opt…",0.046,0.783,0.171,1.0
382,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.171,1.0
383,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.046,0.784,0.171,1.0
384,RT @krugermacro: Maxis want ETH to be named a security. While non-crypto people want to make proof of work illegal due to its high energy c…,0.046,0.783,0.171,1.0
385,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.171,1.0
386,"This is what you get when: 
— you only promote intermittent sources of energy, actually ramp up the worst emitters — aka #coal 
— ignore the realities of consumption and shape a pathway that takes time to even create
— demonize gas, get DM to try to skip it

#OOTT #ONGT #Netzero https://t.co/P6vocwPzpe",0.047,0.783,0.171,1.0
387,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.047,0.783,0.171,1.0
388,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.047,0.783,0.17,1.0
389,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.047,0.783,0.17,1.0
390,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.783,0.17,1.0
391,"RT @PennEnvironment: In 2021, 77% of @HersheyCompany electricity consumption came from renewable or zero-emissions energy! The company is c…",0.046,0.783,0.17,1.0
392,"RT @PandemicTruther: In the UK, women are selling their bodies to make the ends meet. UK is reduced to this. Next year, every UK household…",0.046,0.784,0.17,1.0
393,"Energy consumption is also one of the problems in the web3 space since the ETH merge. Which is why there is need for a well oriented project like @IneryBlockchain who offers relatively low cost in carrying out transactions and with less energy 
#inery https://t.co/kWQ0CH0bkX",0.047,0.783,0.17,1.0
394,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.047,0.784,0.17,1.0
395,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
396,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
397,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
398,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
399,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
400,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
401,RT @JMGlachant: Voluntarily reducing energy consumption has still margins of improvement…,0.046,0.784,0.17,1.0
402,RT @toyota_europe: Aiming to make our European manufacturing facilities #CarbonNeutral by 2030 #Toyota takes multi-faceted approach -  mini…,0.046,0.785,0.169,1.0
403,RT @BTCTN: #Russian Ministry of Energy expects #crypto mining’s #power #consumption to rise in 2022. https://t.co/CA4KW36U0j,0.046,0.785,0.169,1.0
404,"Itron $ITRI said Thursday that it will connect and manage 260,000 smart streetlights within the service area of Baltimore Gas &amp; Electric to help lower energy consumption and improve community safety.",0.046,0.784,0.17,1.0
405,Bitcoin miners are required to report their energy consumption in the proposed bill https://t.co/XPcOqQqAuk,0.046,0.784,0.17,1.0
406,RT @JMGlachant: Voluntarily reducing energy consumption has still margins of improvement…,0.046,0.784,0.17,1.0
407,@LayahHeilpern ECB is actually only against Btcoin because of its high energy consumption. What exactly are you trying to say? 🤣,0.046,0.784,0.17,1.0
408,"RT @BTC_Archive: JUST IN:  🇷🇺  #Bitcoin mining industry's power consumption could double this year - Russian Ministry of Energy

🤝",0.046,0.784,0.17,1.0
409,"RT @jbelizaireCEO: ""You can use this type of computing to absorb excess renewable energy, which is one of the biggest challenges in renewab…",0.045,0.785,0.17,1.0
410,"RT @jbelizaireCEO: ""You can use this type of computing to absorb excess renewable energy, which is one of the biggest challenges in renewab…",0.045,0.785,0.17,1.0
411,RT @Agora_Bank: There's been a lot of talk about the crypto industry's excessive consumption of energy. 1/5,0.045,0.785,0.17,1.0
412,There's been a lot of talk about the crypto industry's excessive consumption of energy. 1/5,0.045,0.785,0.17,1.0
413,RT @BTCTN: #Russian Ministry of Energy expects #crypto mining’s #power #consumption to rise in 2022. https://t.co/CA4KW36U0j,0.045,0.785,0.17,1.0
